study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
cushion,10,10,0,1.994791667,0.5293603,,,,,,,,,,,,0,10,10,1,,,,,5.9176009,,5.9054703,5.9176009,5.9176009,6.4506357,1.994791667,0.5293603,,,,,,,,,,,,,,,498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
Chart,11,11,0,1.994791667,0.529691,,,,,,,,,,,,0,11,11,6,,,,,6.4676403,,6.4552142,6.4676403,6.4676403,7.0006552,1.994791667,0.529691,,,,,,,,,,,,,,,498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
Crusie,12,12,0,1.994791667,0.5957632,,,,,,,,,,,,0,12,12,11,,,,,7.0192936,,7.0056739,7.0192936,7.0192936,7.6174334,1.994791667,0.5957632,,,,,,,,,,,,,,,498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
Case,13,13,0,1.994791667,0.5972866,,,,,,,,,,,,0,13,13,10,,,,,7.6326036,,7.6207712,7.6326036,7.6326036,8.2339686,1.994791667,0.5972866,,,,,,,,,,,,,,,498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
marble,14,14,0,1.994791667,0.613791,,,,,,,,,,,,0,14,14,3,,,,,8.2493151,,8.237717,8.2493151,8.2493151,8.8671217,1.994791667,0.613791,,,,,,,,,,,,,,,498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,0,0,0,,,_o_rd,Board,old,mouse,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[6.0526519000004555],['text_3'],,,,,0,0,0,10,8.8940924,,,,,,,,8.8811217,8.8940924,8.8940924,8.8940924,0.0140162,14.9348388,mouse,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[6.0526519000004555],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,1,1,0,,,c_s_,Case,old,case,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[5.4928743000000395],['text_3'],,,,,0,1,1,5,14.9530469,,,,,,,,14.9391196,14.9530469,14.9530469,14.9530469,0.0040886,20.4329958,case,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[5.4928743000000395],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,2,2,0,,,_oo_,Book ,old,book,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[2.861835400000018],['text_3'],,,,,0,2,2,13,20.4514984,,,,,,,,20.4370234,20.4514984,20.4514984,20.4514984,0.0038491,23.2998758,book,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[2.861835400000018],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,3,3,0,,,v_s_,Vase,new,vise,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[5.492833399999654],['text_3'],,,,,0,3,3,17,23.3203334,,,,,,,,23.3061635,23.3203334,23.3203334,23.3203334,0.0061186,28.7999557,vise,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[5.492833399999654],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,4,4,0,,,_ru_is_,Cruise,old,cruise,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[3.5101253000002544],['text_3'],,,,,0,4,4,6,28.8184625,,,,,,,,28.8043935,28.8184625,28.8184625,28.8184625,0.0042615,32.3155557,cruise,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[3.5101253000002544],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,5,5,0,,,_ou_se,mouse,old,house,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[3.3947581000002174],['text_3'],,,,,0,5,5,3,32.3349071,,,,,,,,32.3200007,32.3349071,32.3349071,32.3349071,0.0042835,35.7158041,house,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[3.3947581000002174],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,6,6,0,,,c_s_io,Cushion,old,casio,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[6.644072499999311],['text_3'],,,,,0,6,6,14,35.7336294,,,,,,,,35.7202336,35.7336294,35.7336294,35.7336294,0.0042519,42.3653624,casio,[-0.037760416666666664],[-0.2994791666666667],[1],[0],[0],[6.644072499999311],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,7,7,0,,,P_as_tr_,Pastry,old,"pastry
",[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[4.677613800000472],['text_3'],,,,,0,7,7,4,42.3848726,,,,,,,,42.3704204,42.3848726,42.3848726,42.3848726,0.0048687,47.0490557,"pastry
",[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[4.677613800000472],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,8,8,0,,,P_st_r,Poster ,old,poster,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[5.026748299999781],['text_3'],,,,,0,8,8,9,47.0688386,,,,,,,,47.0538644,47.0688386,47.0688386,47.0688386,0.0046361,52.0816426,poster,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[5.026748299999781],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,9,9,0,,,l_pt_p,Laptop,old,laptop,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[6.977266900000359],['text_3'],,,,,0,9,9,0,52.100135,,,,,,,,52.086236,52.100135,52.100135,52.100135,0.0044183,59.064546,laptop,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[6.977266900000359],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,10,10,0,,,p_nc_l,Pencil,new,pencil,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[2.36090140000033],['text_3'],,,,,0,10,10,16,59.0843998,,,,,,,,59.0694019,59.0843998,59.0843998,59.0843998,0.0046766,61.4313613,pencil,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[2.36090140000033],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,11,11,0,,,ta_l_,Table,new,table,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[3.3941021999999066],['text_3'],,,,,0,11,11,15,61.4510869,,,,,,,,61.4361121,61.4510869,61.4510869,61.4510869,0.0045656,64.8312709,table,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[3.3941021999999066],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,12,12,0,,,_a_bl_,Marble,old,marble,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[6.410321499999554],['text_3'],,,,,0,12,12,11,64.8504904,,,,,,,,64.8360729,64.8504904,64.8504904,64.8504904,0.0046185,71.2474573,marble,[0.09505208333333333],[-0.2942708333333333],[1],[0],[0],[6.410321499999554],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,13,13,0,,,_ha_,Chart,old,happy,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.1939579999998386],['text_3'],,,,,0,13,13,1,71.2670116,,,,,,,,71.25156,71.2670116,71.2670116,71.2670116,0.0039157,74.4465639,happy,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.1939579999998386],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,14,14,0,,,_ho_e,Phone,old,horse,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[8.66077580000001],['text_3'],,,,,0,14,14,12,74.4647088,,,,,,,,74.4511205,74.4647088,74.4647088,74.4647088,0.0043815,83.1130337,horse,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[8.66077580000001],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,15,15,0,,,T_hi_t,Tshirt,old,tshirt,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.360207200000332],['text_3'],,,,,0,15,15,2,83.1317834,,,,,,,,83.1177629,83.1317834,83.1317834,83.1317834,0.0045564,86.4791355,tshirt,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.360207200000332],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,16,16,0,,,c_m_ra,Camera,new,camera,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.0606981000000815],['text_3'],,,,,0,16,16,19,86.4974918,,,,,,,,86.4845667,86.4974918,86.4974918,86.4974918,0.0052432,89.5464537,camera,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.0606981000000815],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,17,17,0,,,P_li_e,Police,old,police,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[5.742973100000199],['text_3'],,,,,0,17,17,7,89.5659352,,,,,,,,89.551264,89.5659352,89.5659352,89.5659352,0.0046306,95.2953353,police,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[5.742973100000199],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,18,18,0,,,K_y_,Keys,old,keys,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[2.694982600000003],['text_3'],,,,,0,18,18,8,95.3143841,,,,,,,,95.2994182,95.3143841,95.3143841,95.3143841,0.0039032,97.9955808,keys,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[2.694982600000003],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,19,19,0,,,bo_t_e,Bottle,new,bottle,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.643769500000417],['text_3'],,,,,0,19,19,18,98.0148904,,,,,,,,98.0004103,98.0148904,98.0148904,98.0148904,0.0046443,101.6453065,bottle,[0.07291666666666667],[-0.3033854166666667],[1],[0],[0],[3.643769500000417],['text_3'],498357,1,2024-11-06_22h35.48.808,Word priming,2024.2.4,60.11689128,2024-11-06 22h35.54.342383 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,old,10,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,new,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,priming ,-0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
